@relation tk_aggregate

@attribute R1 numeric
@attribute D1 numeric
@attribute R2 numeric
@attribute D2 numeric
@attribute R3 numeric
@attribute D3 numeric
@attribute R4 numeric
@attribute D4 numeric
@attribute R5 numeric
@attribute D5 numeric
@attribute R6 numeric
@attribute D6 numeric
@attribute R7 numeric
@attribute Label {N,Y}

@data
0.86,0.86,0.88,0.88,0.23,0.23,8,8,0.29,0.29,0.44,0.44,2,N
0.77,0.77,0.8,0.8,0.23,0.23,8,8,0.36,0.36,0.5,0.5,2,N
0.6,0.55,0.69,0.62,0.22,0.22,8,8,0.43,0.43,0.56,0.56,2,N
0.55,0.55,0.62,0.62,0.22,0.22,8,8,0.21,0.5,0.38,0.62,2,N
0.36,0.36,0.33,0.33,0.36,0.36,8,8,0.29,0.29,0.44,0.44,2,N
0.36,0.36,0.33,0.33,0.36,0.36,8,8,0.36,0.36,0.5,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,10,8,0.44,0.14,0.55,0.25,2,N
0.86,0.86,0.88,0.88,0.23,0.23,8,8,0.29,0.29,0.44,0.44,2,N
0.77,0.77,0.8,0.8,0.23,0.23,8,8,0.36,0.36,0.5,0.5,2,N
0.67,0.67,0.71,0.71,0.23,0.23,8,8,0.43,0.43,0.56,0.56,2,N
0.45,0.55,0.54,0.62,0.36,0.22,8,8,0.21,0.21,0.38,0.38,2,N
0.36,0.36,0.33,0.33,0.36,0.22,8,8,0.29,0.29,0.44,0.44,2,N
0.46,0.36,0.53,0.33,0.18,0.36,10,8,0.39,0.36,0.5,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,10,8,0.44,0.14,0.55,0.25,2,N
0.83,0.55,0.86,0.62,0.23,0.23,8,8,0.29,0.29,0.44,0.44,2,N
0.75,0.67,0.78,0.71,0.23,0.23,8,8,0.36,0.36,0.5,0.5,2,N
0.6,0.55,0.69,0.62,0.22,0.22,8,8,0.43,0.43,0.56,0.56,2,N
0.55,0.55,0.62,0.62,0.22,0.22,8,8,0.21,0.5,0.38,0.62,2,N
0.36,0.36,0.33,0.33,0.36,0.22,8,8,0.29,0.29,0.44,0.44,2,N
0.46,0.36,0.53,0.33,0.18,0.36,10,8,0.39,0.36,0.5,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,10,8,0.44,0.14,0.55,0.25,2,N
0.86,0.86,0.88,0.88,0.23,0.23,8,8,0.29,0.29,0.44,0.44,2,N
0.75,0.67,0.78,0.71,0.23,0.23,8,8,0.36,0.36,0.5,0.5,2,N
0.6,0.55,0.69,0.62,0.22,0.22,8,8,0.43,0.43,0.56,0.56,2,N
0.47,0.4,0.62,0.5,0.22,0.23,8,8,0.21,0.21,0.44,0.38,2,N
0.36,0.36,0.33,0.33,0.36,0.36,8,8,0.29,0.29,0.44,0.44,2,N
0.36,0.36,0.33,0.33,0.36,0.36,8,8,0.36,0.36,0.5,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,10,8,0.44,0.14,0.55,0.25,2,N
0.86,0.86,0.88,0.88,0.23,0.23,8,8,0.29,0.29,0.44,0.44,2,N
0.77,0.77,0.8,0.8,0.23,0.23,8,8,0.36,0.36,0.5,0.5,2,N
0.67,0.67,0.71,0.71,0.23,0.23,8,8,0.43,0.43,0.56,0.56,2,N
0.55,0.55,0.62,0.62,0.22,0.22,8,8,0.21,0.5,0.38,0.62,2,N
0.36,0.36,0.33,0.33,0.36,0.36,8,8,0.29,0.29,0.44,0.44,2,N
0.36,0.36,0.33,0.33,0.36,0.36,8,8,0.36,0.36,0.5,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,10,8,0.44,0.14,0.55,0.25,2,N
0.86,0.86,0.88,0.88,0.23,0.23,8,8,0.29,0.29,0.44,0.44,2,N
0.77,0.77,0.8,0.8,0.23,0.23,8,8,0.36,0.36,0.5,0.5,2,N
0.6,0.55,0.69,0.62,0.22,0.22,8,8,0.43,0.43,0.56,0.56,2,N
0.55,0.55,0.62,0.62,0.22,0.22,8,8,0.21,0.5,0.38,0.62,2,N
0.36,0.36,0.33,0.33,0.36,0.22,8,8,0.29,0.29,0.44,0.44,2,N
0.46,0.36,0.53,0.33,0.18,0.36,10,8,0.39,0.36,0.5,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,10,8,0.44,0.14,0.55,0.25,2,N
0.86,0.86,0.88,0.88,0.23,0.23,8,8,0.29,0.29,0.44,0.44,2,N
0.75,0.67,0.78,0.71,0.23,0.23,8,8,0.36,0.36,0.5,0.5,2,N
0.6,0.55,0.69,0.62,0.22,0.22,8,8,0.43,0.43,0.56,0.56,2,N
0.55,0.55,0.62,0.62,0.22,0.22,8,8,0.21,0.5,0.38,0.62,2,N
0.36,0.36,0.33,0.33,0.36,0.22,8,8,0.29,0.29,0.44,0.44,2,N
0.46,0.36,0.53,0.33,0.18,0.36,10,8,0.39,0.36,0.5,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,10,8,0.44,0.14,0.55,0.25,2,N
0.86,0.86,0.88,0.88,0.23,0.23,8,8,0.29,0.29,0.44,0.44,2,N
0.77,0.77,0.8,0.8,0.23,0.23,8,8,0.36,0.36,0.5,0.5,2,N
0.6,0.55,0.69,0.62,0.22,0.22,8,8,0.43,0.43,0.56,0.56,2,N
0.47,0.4,0.62,0.5,0.22,0.23,8,8,0.21,0.21,0.44,0.38,2,N
0.36,0.36,0.33,0.33,0.36,0.36,8,8,0.29,0.29,0.44,0.44,2,N
0.36,0.36,0.33,0.33,0.36,0.36,8,8,0.36,0.36,0.5,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,10,8,0.44,0.14,0.55,0.25,2,N
0.86,0.86,0.88,0.88,0.23,0.23,8,8,0.29,0.29,0.44,0.44,2,N
0.75,0.67,0.78,0.71,0.23,0.23,8,8,0.36,0.36,0.5,0.5,2,N
0.6,0.55,0.69,0.62,0.22,0.22,8,8,0.43,0.43,0.56,0.56,2,N
0.55,0.55,0.62,0.62,0.22,0.22,8,8,0.21,0.5,0.38,0.62,2,N
0.36,0.36,0.33,0.33,0.36,0.36,8,8,0.29,0.29,0.44,0.44,2,N
0.36,0.36,0.33,0.33,0.36,0.36,8,8,0.36,0.36,0.5,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,10,8,0.44,0.14,0.55,0.25,2,N
0.83,0.8,0.86,0.83,0.26,0.29,7,6,0.25,0.2,0.43,0.42,2,N
0.67,0.67,0.75,0.73,0.25,0.29,7,6,0.33,0.3,0.5,0.5,2,N
0.6,0.44,0.67,0.4,0.25,0.29,7,6,0.08,0,0.29,0.25,2,N
0.4,0.44,0.36,0.4,0.4,0.44,7,6,0.17,0.1,0.36,0.33,2,N
0.4,0.44,0.36,0.4,0.4,0.44,7,6,0.25,0,0.43,0,2,N
0.76,0.67,0.8,0.73,0.25,0.29,7,6,0.25,0.2,0.43,0.42,2,N
0.67,0.67,0.75,0.73,0.25,0.29,7,6,0.33,0.3,0.5,0.5,2,N
0.6,0.44,0.67,0.4,0.25,0.29,7,6,0.08,0,0.29,0.25,2,N
0.4,0.44,0.36,0.4,0.4,0.44,7,6,0.17,0.1,0.36,0.33,2,N
0.4,0.44,0.36,0.4,0.4,0.44,7,6,0.25,0,0.43,0,2,N
0.83,0.8,0.86,0.83,0.26,0.29,7,6,0.25,0.2,0.43,0.42,2,N
0.67,0.67,0.75,0.73,0.25,0.29,7,6,0.33,0.3,0.5,0.5,2,N
0.6,0.44,0.67,0.4,0.25,0.29,7,6,0.08,0,0.29,0.25,2,N
0.4,0.44,0.36,0.4,0.4,0.44,7,6,0.17,0.1,0.36,0.33,2,N
0.4,0.44,0.36,0.4,0.4,0.44,7,6,0.25,0,0.43,0,2,N
0.83,0.8,0.86,0.83,0.26,0.29,7,6,0.25,0.2,0.43,0.42,2,N
0.73,0.67,0.77,0.73,0.25,0.29,7,6,0.33,0,0.5,0.17,2,N
0.49,0.44,0.58,0.4,0.4,0.44,7,6,0.08,0,0.29,0.25,2,N
0.4,0.44,0.36,0.4,0.4,0.44,7,6,0.17,0.1,0.36,0.33,2,N
0.4,0.44,0.36,0.4,0.4,0.44,7,6,0.25,0,0.43,0,2,N
0.76,0.67,0.8,0.73,0.25,0.29,7,6,0.25,0.2,0.43,0.42,2,N
0.67,0.67,0.75,0.73,0.25,0.29,7,6,0.33,0.3,0.5,0.5,2,N
0.6,0.44,0.67,0.4,0.25,0.29,7,6,0.08,0,0.29,0.25,2,N
0.4,0.44,0.36,0.4,0.4,0.44,7,6,0.17,0.1,0.36,0.33,2,N
0.4,0.44,0.36,0.4,0.4,0.44,7,6,0.25,0,0.43,0,2,N
0.76,0.67,0.8,0.73,0.25,0.29,7,6,0.25,0.2,0.43,0.42,2,N
0.6,0.5,0.67,0.6,0.25,0.37,7,6,0.33,0,0.5,0.17,2,N
0.47,0.44,0.67,0.4,0.25,0.45,7,6,0.17,0,0.36,0.25,2,N
0.4,0.44,0.36,0.4,0.4,0.44,7,6,0.17,0.1,0.36,0.33,2,N
0.4,0.44,0.36,0.4,0.4,0.44,7,6,0.25,0,0.43,0,2,N
0.76,0.67,0.8,0.73,0.25,0.29,7,6,0.25,0.2,0.43,0.42,2,N
0.67,0.67,0.75,0.73,0.25,0.29,7,6,0.33,0.3,0.5,0.5,2,N
0.44,0.44,0.67,0.4,0.25,0.45,7,6,0.17,0,0.36,0.25,2,N
0.4,0.44,0.36,0.4,0.4,0.44,7,6,0.17,0.1,0.36,0.33,2,N
0.4,0.44,0.36,0.4,0.4,0.44,7,6,0.25,0,0.43,0,2,N
0.83,0.8,0.86,0.83,0.26,0.29,7,6,0.25,0.2,0.43,0.42,2,N
0.73,0.67,0.77,0.73,0.25,0.29,7,6,0.33,0,0.5,0.17,2,N
0.6,0.44,0.67,0.4,0.25,0.29,7,6,0.08,0,0.29,0.25,2,N
0.4,0.44,0.36,0.4,0.4,0.44,7,6,0.17,0.1,0.36,0.33,2,N
0.4,0.44,0.36,0.4,0.4,0.44,7,6,0.25,0,0.43,0,2,N
0.83,0.8,0.86,0.83,0.26,0.29,7,6,0.25,0.2,0.43,0.42,2,N
0.73,0.67,0.77,0.73,0.25,0.29,7,6,0.33,0,0.5,0.17,2,N
0.6,0.44,0.67,0.4,0.25,0.29,7,6,0.08,0,0.29,0.25,2,N
0.4,0.44,0.36,0.4,0.4,0.44,7,6,0.17,0.1,0.36,0.33,2,N
0.4,0.44,0.36,0.4,0.4,0.44,7,6,0.25,0,0.43,0,2,N
0.83,0.8,0.86,0.83,0.26,0.29,7,6,0.25,0.2,0.43,0.42,2,N
0.67,0.67,0.75,0.73,0.25,0.29,7,6,0.33,0.3,0.5,0.5,2,N
0.47,0.44,0.67,0.4,0.25,0.45,7,6,0.17,0,0.36,0.25,2,N
0.4,0.44,0.36,0.4,0.4,0.44,7,6,0.17,0.1,0.36,0.33,2,N
0.4,0.44,0.36,0.4,0.4,0.44,7,6,0.25,0,0.43,0,2,N
0.67,0.71,0.57,0.82,?,0.29,1,6,0,0.2,1,0.42,2,N
0.57,0.67,0.67,0.73,?,0.29,1,6,0,0.1,1,0.33,2,N
0.42,0.44,0.4,0.4,?,0.44,1,6,0.33,0,1,0.25,2,N
0.52,0.44,0.59,0.4,?,0.45,1,6,0.5,0.1,1,0.33,2,N
0.53,0.4,0.52,0.5,?,0.55,1,6,0.55,0,1,0,2,N
0.67,0.71,0.57,0.82,?,0.29,1,6,0,0.2,1,0.42,2,N
0.5,0.59,0.44,0.73,?,0.29,1,6,0,0,1,0.17,2,N
0.44,0.44,0.49,0.4,?,0.44,1,6,0.33,0,1,0.25,2,N
0.55,0.44,0.59,0.4,?,0.45,1,6,0.5,0.1,1,0.33,2,N
0.53,0.4,0.52,0.5,?,0.55,1,6,0.55,0,1,0,2,N
0.67,0.71,0.57,0.82,?,0.29,1,6,0,0.2,1,0.42,2,N
0.57,0.67,0.67,0.73,?,0.29,1,6,0,0.1,1,0.33,2,N
0.42,0.44,0.4,0.4,?,0.44,1,6,0.33,0,1,0.25,2,N
0.5,0.44,0.46,0.4,?,0.45,1,6,0.5,0.1,1,0.33,2,N
0.53,0.44,0.52,0.5,?,0.55,1,6,0.55,0,1,0,2,N
0.67,0.8,0.57,0.83,?,0.29,1,6,0,0.2,1,0.42,2,N
0.67,0.67,0.6,0.73,?,0.29,1,6,0,0.1,1,0.33,2,N
0.4,0.44,0.4,0.4,?,0.44,1,6,0.33,0,1,0.25,2,N
0.62,0.44,0.57,0.4,?,0.45,1,6,0.5,0.1,1,0.33,2,N
0.53,0.4,0.5,0.5,?,0.55,1,6,0.55,0,1,0,2,N
0.67,0.71,0.57,0.82,?,0.29,1,6,0,0.2,1,0.42,2,N
0.5,0.59,0.44,0.73,?,0.29,1,6,0,0,1,0.17,2,N
0.44,0.44,0.49,0.4,?,0.44,1,6,0.33,0,1,0.25,2,N
0.5,0.44,0.46,0.4,?,0.45,1,6,0.5,0.1,1,0.33,2,N
0.53,0.44,0.52,0.5,?,0.55,1,6,0.55,0,1,0,2,N
0.67,0.71,0.57,0.82,?,0.29,1,6,0,0.2,1,0.42,2,N
0.5,0.59,0.44,0.73,?,0.29,1,6,0,0,1,0.17,2,N
0.55,0.44,0.5,0.4,?,0.45,1,6,0.08,0,1,0.25,2,N
0.5,0.44,0.46,0.4,?,0.45,1,6,0.5,0.1,1,0.33,2,N
0.53,0.44,0.52,0.5,?,0.55,1,6,0.55,0,1,0,2,N
0.67,0.71,0.57,0.82,?,0.29,1,6,0,0.2,1,0.42,2,N
0.57,0.67,0.67,0.73,?,0.29,1,6,0,0.1,1,0.33,2,N
0.55,0.44,0.67,0.4,?,0.44,1,6,0.08,0,1,0.25,2,N
0.5,0.44,0.59,0.4,?,0.45,1,6,0.5,0.1,1,0.33,2,N
0.53,0.4,0.52,0.5,?,0.55,1,6,0.55,0,1,0,2,N
0.67,0.8,0.57,0.83,?,0.29,1,6,0,0.2,1,0.42,2,N
0.5,0.55,0.44,0.63,?,0.45,1,6,0,0,1,0.17,2,N
0.57,0.44,0.55,0.4,?,0.44,1,6,0.08,0,1,0.25,2,N
0.62,0.44,0.57,0.4,?,0.45,1,6,0.5,0.1,1,0.33,2,N
0.53,0.4,0.5,0.5,?,0.55,1,6,0.55,0,1,0,2,N
0.67,0.8,0.57,0.83,?,0.29,1,6,0,0.2,1,0.42,2,N
0.67,0.67,0.6,0.73,?,0.29,1,6,0,0.1,1,0.33,2,N
0.4,0.44,0.4,0.4,?,0.44,1,6,0.33,0,1,0.25,2,N
0.5,0.44,0.46,0.4,?,0.45,1,6,0.5,0.1,1,0.33,2,N
0.53,0.44,0.5,0.5,?,0.55,1,6,0.55,0,1,0,2,N
0.67,0.8,0.57,0.83,?,0.29,1,6,0,0.2,1,0.42,2,N
0.67,0.67,0.6,0.73,?,0.29,1,6,0,0.1,1,0.33,2,N
0.55,0.44,0.55,0.4,?,0.44,1,6,0.08,0,1,0.25,2,N
0.55,0.44,0.57,0.4,?,0.45,1,6,0.5,0.1,1,0.33,2,N
0.53,0.4,0.5,0.5,?,0.55,1,6,0.55,0,1,0,2,N
0.67,0.55,0.73,0.62,0.29,0.23,6,8,0.2,0.29,0.42,0.44,2,N
0.67,0.67,0.73,0.71,0.29,0.23,6,8,0.3,0.36,0.5,0.5,2,N
0.44,0.55,0.4,0.62,0.29,0.22,6,8,0,0.43,0.25,0.56,2,N
0.44,0.4,0.4,0.5,0.44,0.23,6,8,0.1,0.21,0.33,0.38,2,N
0.44,0.36,0.4,0.33,0.44,0.36,6,8,0,0.29,0,0.44,1,Y
0.36,0.36,0.33,0.33,0.36,0.36,6,8,0.36,0.36,0.5,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,6,8,0.44,0.14,0.55,0.25,2,N
0.8,0.86,0.83,0.88,0.29,0.23,6,8,0.2,0.29,0.42,0.44,2,N
0.67,0.77,0.73,0.8,0.29,0.23,6,8,0,0.36,0.17,0.5,2,N
0.44,0.67,0.4,0.71,0.44,0.23,6,8,0,0.43,0.25,0.56,2,N
0.55,0.55,0.62,0.62,0.22,0.22,8,8,0.21,0.21,0.38,0.38,2,N
0.36,0.36,0.33,0.33,0.22,0.22,8,8,0.29,0.29,0.44,0.44,2,N
0.36,0.36,0.33,0.33,0.36,0.36,8,8,0.36,0.36,0.5,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,10,8,0.44,0.14,0.55,0.25,2,N
0.67,0.55,0.73,0.62,0.29,0.23,6,8,0.2,0.29,0.42,0.44,2,N
0.67,0.67,0.73,0.71,0.29,0.23,6,8,0.3,0.36,0.5,0.5,2,N
0.44,0.55,0.4,0.62,0.29,0.22,6,8,0,0.43,0.25,0.56,2,N
0.44,0.55,0.4,0.62,0.44,0.22,6,8,0.1,0.5,0.33,0.62,2,N
0.44,0.36,0.4,0.33,0.44,0.36,6,8,0,0.29,0,0.44,1,Y
0.36,0.36,0.33,0.33,0.36,0.36,6,8,0.36,0.36,0.5,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,6,8,0.44,0.14,0.55,0.25,2,N
0.8,0.86,0.83,0.88,0.29,0.23,6,8,0.2,0.29,0.42,0.44,2,N
0.67,0.77,0.73,0.8,0.29,0.23,6,8,0,0.36,0.17,0.5,2,N
0.44,0.55,0.4,0.62,0.29,0.22,6,8,0,0.43,0.25,0.56,2,N
0.44,0.55,0.4,0.62,0.44,0.22,6,8,0.1,0.5,0.33,0.62,2,N
0.36,0.36,0.33,0.33,0.22,0.22,8,8,0.29,0.29,0.44,0.44,2,N
0.36,0.36,0.33,0.33,0.36,0.36,8,8,0.36,0.36,0.5,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,10,8,0.44,0.14,0.55,0.25,2,N
0.8,0.86,0.83,0.88,0.29,0.23,6,8,0.2,0.29,0.42,0.44,2,N
0.67,0.77,0.73,0.8,0.29,0.23,6,8,0,0.36,0.17,0.5,2,N
0.44,0.67,0.4,0.71,0.44,0.23,6,8,0,0.43,0.25,0.56,2,N
0.55,0.55,0.62,0.62,0.22,0.22,8,8,0.21,0.21,0.38,0.38,2,N
0.57,0.36,0.62,0.33,0.19,0.36,10,8,0.56,0.29,0.65,0.44,2,N
0.46,0.36,0.53,0.33,0.18,0.36,10,8,0.61,0.36,0.7,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,10,8,0.44,0.14,0.55,0.25,2,N
0.67,0.55,0.73,0.62,0.29,0.23,6,8,0.2,0.29,0.42,0.44,2,N
0.67,0.67,0.73,0.71,0.29,0.23,6,8,0.3,0.36,0.5,0.5,2,N
0.44,0.4,0.4,0.5,0.45,0.23,6,8,0,0.14,0.25,0.31,2,N
0.44,0.4,0.4,0.5,0.44,0.23,6,8,0.1,0.21,0.33,0.38,2,N
0.44,0.36,0.4,0.33,0.44,0.36,6,8,0,0.29,0,0.44,1,Y
0.36,0.36,0.33,0.33,0.36,0.36,6,8,0.36,0.36,0.5,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,6,8,0.44,0.14,0.55,0.25,2,N
0.8,0.86,0.83,0.88,0.29,0.23,6,8,0.2,0.29,0.42,0.44,2,N
0.67,0.77,0.73,0.8,0.29,0.23,6,8,0,0.36,0.17,0.5,2,N
0.44,0.67,0.4,0.71,0.44,0.23,6,8,0,0.43,0.25,0.56,2,N
0.44,0.55,0.4,0.62,0.44,0.22,6,8,0.1,0.5,0.33,0.62,2,N
0.36,0.36,0.33,0.33,0.22,0.22,8,8,0.29,0.29,0.44,0.44,2,N
0.36,0.36,0.33,0.33,0.36,0.36,8,8,0.36,0.36,0.5,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,10,8,0.44,0.14,0.55,0.25,2,N
0.8,0.86,0.83,0.88,0.29,0.23,6,8,0.2,0.29,0.42,0.44,2,N
0.67,0.77,0.73,0.8,0.29,0.23,6,8,0,0.36,0.17,0.5,2,N
0.44,0.67,0.4,0.71,0.44,0.23,6,8,0,0.43,0.25,0.56,2,N
0.44,0.55,0.4,0.62,0.44,0.22,6,8,0.1,0.5,0.33,0.62,2,N
0.36,0.36,0.33,0.33,0.22,0.22,8,8,0.29,0.29,0.44,0.44,2,N
0.46,0.36,0.53,0.33,0.18,0.36,10,8,0.61,0.36,0.7,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,10,8,0.44,0.14,0.55,0.25,2,N
0.8,0.86,0.83,0.88,0.29,0.23,6,8,0.2,0.29,0.42,0.44,2,N
0.67,0.67,0.73,0.71,0.29,0.23,6,8,0.3,0.36,0.5,0.5,2,N
0.44,0.55,0.4,0.62,0.29,0.22,6,8,0,0.43,0.25,0.56,2,N
0.44,0.55,0.4,0.62,0.44,0.22,6,8,0.1,0.5,0.33,0.62,2,N
0.36,0.36,0.33,0.33,0.22,0.22,8,8,0.29,0.29,0.44,0.44,2,N
0.36,0.36,0.33,0.33,0.36,0.36,8,8,0.36,0.36,0.5,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,10,8,0.44,0.14,0.55,0.25,2,N
0.8,0.86,0.83,0.88,0.29,0.23,6,8,0.2,0.29,0.42,0.44,2,N
0.67,0.67,0.73,0.71,0.29,0.23,6,8,0.3,0.36,0.5,0.5,2,N
0.44,0.4,0.4,0.5,0.45,0.23,6,8,0,0.14,0.25,0.31,2,N
0.44,0.4,0.4,0.5,0.44,0.23,6,8,0.1,0.21,0.33,0.38,2,N
0.44,0.36,0.4,0.33,0.44,0.36,6,8,0,0.29,0,0.44,1,Y
0.36,0.36,0.33,0.33,0.36,0.36,6,8,0.36,0.36,0.5,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,6,8,0.44,0.14,0.55,0.25,2,N
0.67,0.55,0.73,0.62,0.29,0.23,6,8,0.2,0.29,0.42,0.44,2,N
0.67,0.67,0.73,0.71,0.29,0.23,6,8,0.3,0.36,0.5,0.5,2,N
0.44,0.55,0.4,0.62,0.29,0.22,6,8,0,0.43,0.25,0.56,2,N
0.44,0.55,0.4,0.62,0.44,0.22,6,8,0.1,0.5,0.33,0.62,2,N
0.36,0.36,0.33,0.33,0.22,0.22,8,8,0.29,0.29,0.44,0.44,2,N
0.36,0.36,0.33,0.33,0.36,0.36,8,8,0.36,0.36,0.5,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,10,8,0.44,0.14,0.55,0.25,2,N
0.67,0.55,0.73,0.62,0.29,0.23,6,8,0.2,0.29,0.42,0.44,2,N
0.5,0.4,0.6,0.5,0.37,0.23,6,8,0,0.36,0.17,0.5,2,N
0.44,0.4,0.4,0.5,0.45,0.23,6,8,0,0.14,0.25,0.31,2,N
0.44,0.4,0.4,0.5,0.44,0.23,6,8,0.1,0.21,0.33,0.38,2,N
0.44,0.36,0.4,0.33,0.44,0.36,6,8,0,0.29,0,0.44,1,Y
0.36,0.36,0.33,0.33,0.36,0.36,6,8,0.36,0.36,0.5,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,6,8,0.44,0.14,0.55,0.25,2,N
0.8,0.86,0.83,0.88,0.29,0.23,6,8,0.2,0.29,0.42,0.44,2,N
0.67,0.77,0.73,0.8,0.29,0.23,6,8,0,0.36,0.17,0.5,2,N
0.44,0.55,0.4,0.62,0.29,0.22,6,8,0,0.43,0.25,0.56,2,N
0.44,0.55,0.4,0.62,0.44,0.22,6,8,0.1,0.5,0.33,0.62,2,N
0.44,0.36,0.4,0.33,0.44,0.36,6,8,0,0.29,0,0.44,1,Y
0.36,0.36,0.33,0.33,0.36,0.36,6,8,0.36,0.36,0.5,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,6,8,0.44,0.14,0.55,0.25,2,N
0.8,0.86,0.83,0.88,0.29,0.23,6,8,0.2,0.29,0.42,0.44,2,N
0.67,0.77,0.73,0.8,0.29,0.23,6,8,0,0.36,0.17,0.5,2,N
0.44,0.67,0.4,0.71,0.44,0.23,6,8,0,0.43,0.25,0.56,2,N
0.55,0.55,0.62,0.62,0.22,0.22,8,8,0.21,0.21,0.38,0.38,2,N
0.36,0.36,0.33,0.33,0.22,0.22,8,8,0.29,0.29,0.44,0.44,2,N
0.46,0.36,0.53,0.33,0.18,0.36,10,8,0.61,0.36,0.7,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,10,8,0.44,0.14,0.55,0.25,2,N
0.67,0.55,0.73,0.62,0.29,0.23,6,8,0.2,0.29,0.42,0.44,2,N
0.67,0.67,0.73,0.71,0.29,0.23,6,8,0.3,0.36,0.5,0.5,2,N
0.44,0.55,0.4,0.62,0.29,0.22,6,8,0,0.43,0.25,0.56,2,N
0.44,0.55,0.4,0.62,0.44,0.22,6,8,0.1,0.5,0.33,0.62,2,N
0.36,0.36,0.33,0.33,0.22,0.22,8,8,0.29,0.29,0.44,0.44,2,N
0.46,0.36,0.53,0.33,0.18,0.36,10,8,0.61,0.36,0.7,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,10,8,0.44,0.14,0.55,0.25,2,N
0.8,0.86,0.83,0.88,0.29,0.23,6,8,0.2,0.29,0.42,0.44,2,N
0.67,0.67,0.73,0.71,0.29,0.23,6,8,0.3,0.36,0.5,0.5,2,N
0.44,0.55,0.4,0.62,0.29,0.22,6,8,0,0.43,0.25,0.56,2,N
0.44,0.4,0.4,0.5,0.44,0.23,6,8,0.1,0.21,0.33,0.38,2,N
0.44,0.36,0.4,0.33,0.44,0.36,6,8,0,0.29,0,0.44,1,Y
0.36,0.36,0.33,0.33,0.36,0.36,6,8,0.36,0.36,0.5,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,6,8,0.44,0.14,0.55,0.25,2,N
0.8,0.86,0.83,0.88,0.29,0.23,6,8,0.2,0.29,0.42,0.44,2,N
0.67,0.77,0.73,0.8,0.29,0.23,6,8,0,0.36,0.17,0.5,2,N
0.44,0.67,0.4,0.71,0.44,0.23,6,8,0,0.43,0.25,0.56,2,N
0.44,0.55,0.4,0.62,0.44,0.22,6,8,0.1,0.5,0.33,0.62,2,N
0.44,0.36,0.4,0.33,0.44,0.36,6,8,0,0.29,0,0.44,1,Y
0.36,0.36,0.33,0.33,0.36,0.36,6,8,0.36,0.36,0.5,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,6,8,0.44,0.14,0.55,0.25,2,N
0.8,0.86,0.83,0.88,0.29,0.23,6,8,0.2,0.29,0.42,0.44,2,N
0.67,0.77,0.73,0.8,0.29,0.23,6,8,0,0.36,0.17,0.5,2,N
0.44,0.55,0.4,0.62,0.29,0.22,6,8,0,0.43,0.25,0.56,2,N
0.44,0.55,0.4,0.62,0.44,0.22,6,8,0.1,0.5,0.33,0.62,2,N
0.36,0.36,0.33,0.33,0.22,0.22,8,8,0.29,0.29,0.44,0.44,2,N
0.46,0.36,0.53,0.33,0.18,0.36,10,8,0.61,0.36,0.7,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,10,8,0.44,0.14,0.55,0.25,2,N
0.8,0.86,0.83,0.88,0.29,0.23,6,8,0.2,0.29,0.42,0.44,2,N
0.67,0.67,0.73,0.71,0.29,0.23,6,8,0.3,0.36,0.5,0.5,2,N
0.44,0.55,0.4,0.62,0.29,0.22,6,8,0,0.43,0.25,0.56,2,N
0.44,0.55,0.4,0.62,0.44,0.22,6,8,0.1,0.5,0.33,0.62,2,N
0.36,0.36,0.33,0.33,0.22,0.22,8,8,0.29,0.29,0.44,0.44,2,N
0.46,0.36,0.53,0.33,0.18,0.36,10,8,0.61,0.36,0.7,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,10,8,0.44,0.14,0.55,0.25,2,N
0.8,0.86,0.83,0.88,0.29,0.23,6,8,0.2,0.29,0.42,0.44,2,N
